contamination,n_estimators,max_samples,max_features,bootstrap,scaler,Mean_Jaccard,Std_Jaccard
0.03,100,auto,0.5,False,standard,0.17335203391887896,0.05236811463947622
0.03,100,auto,0.5,False,minmax,0.17335203391887896,0.05236811463947622
0.03,100,auto,0.5,False,robust,0.17335203391887896,0.05236811463947622
0.03,100,auto,0.5,True,standard,0.17098779786594318,0.056771807537015884
0.03,100,auto,0.5,True,minmax,0.17098779786594318,0.056771807537015884
0.03,100,auto,0.5,True,robust,0.17098779786594318,0.056771807537015884
0.03,100,auto,0.75,False,standard,0.18093545151240778,0.04415480651460528
0.03,100,auto,0.75,False,minmax,0.18093545151240778,0.04415480651460528
0.03,100,auto,0.75,False,robust,0.18093545151240778,0.04415480651460528
0.03,100,auto,0.75,True,standard,0.16513996352973676,0.05189208062974211
0.03,100,auto,0.75,True,minmax,0.16513996352973676,0.05189208062974211
0.03,100,auto,0.75,True,robust,0.16513996352973676,0.05189208062974211
0.03,100,auto,1.0,False,standard,0.19327679234212072,0.0574663905982865
0.03,100,auto,1.0,False,minmax,0.19327679234212072,0.0574663905982865
0.03,100,auto,1.0,False,robust,0.19327679234212072,0.0574663905982865
0.03,100,auto,1.0,True,standard,0.178622778061899,0.049320058965173594
0.03,100,auto,1.0,True,minmax,0.178622778061899,0.049320058965173594
0.03,100,auto,1.0,True,robust,0.178622778061899,0.049320058965173594
0.03,100,0.75,0.5,False,standard,0.19049903502664361,0.05801240806652445
0.03,100,0.75,0.5,False,minmax,0.19049903502664361,0.05801240806652445
0.03,100,0.75,0.5,False,robust,0.19049903502664361,0.05801240806652445
0.03,100,0.75,0.5,True,standard,0.17552419610115239,0.04593394554993625
0.03,100,0.75,0.5,True,minmax,0.17552419610115239,0.04593394554993625
0.03,100,0.75,0.5,True,robust,0.17552419610115239,0.04593394554993625
0.03,100,0.75,0.75,False,standard,0.17930908362625333,0.05728073886516828
0.03,100,0.75,0.75,False,minmax,0.17930908362625333,0.05728073886516828
0.03,100,0.75,0.75,False,robust,0.17930908362625333,0.05728073886516828
0.03,100,0.75,0.75,True,standard,0.1677135313137434,0.050840456022890834
0.03,100,0.75,0.75,True,minmax,0.1677135313137434,0.050840456022890834
0.03,100,0.75,0.75,True,robust,0.1677135313137434,0.050840456022890834
0.03,100,0.75,1.0,False,standard,0.17299894357589987,0.04863229442835375
0.03,100,0.75,1.0,False,minmax,0.17299894357589987,0.04863229442835375
0.03,100,0.75,1.0,False,robust,0.17299894357589987,0.04863229442835375
0.03,100,0.75,1.0,True,standard,0.17571917759732292,0.04765388983604121
0.03,100,0.75,1.0,True,minmax,0.17571917759732292,0.04765388983604121
0.03,100,0.75,1.0,True,robust,0.17571917759732292,0.04765388983604121
0.03,100,1.0,0.5,False,standard,0.1732308595247734,0.05113274823210578
0.03,100,1.0,0.5,False,minmax,0.1732308595247734,0.05113274823210578
0.03,100,1.0,0.5,False,robust,0.1732308595247734,0.05113274823210578
0.03,100,1.0,0.5,True,standard,0.17316172117770184,0.050956009725935135
0.03,100,1.0,0.5,True,minmax,0.17316172117770184,0.050956009725935135
0.03,100,1.0,0.5,True,robust,0.17316172117770184,0.050956009725935135
0.03,100,1.0,0.75,False,standard,0.1786034811571816,0.050371619626084566
0.03,100,1.0,0.75,False,minmax,0.1786034811571816,0.050371619626084566
0.03,100,1.0,0.75,False,robust,0.1786034811571816,0.050371619626084566
0.03,100,1.0,0.75,True,standard,0.17081211327449003,0.05436632046757069
0.03,100,1.0,0.75,True,minmax,0.17081211327449003,0.05436632046757069
0.03,100,1.0,0.75,True,robust,0.17081211327449003,0.05436632046757069
0.03,100,1.0,1.0,False,standard,0.1679177208452139,0.05263665342259153
0.03,100,1.0,1.0,False,minmax,0.1679177208452139,0.05263665342259153
0.03,100,1.0,1.0,False,robust,0.1679177208452139,0.05263665342259153
0.03,100,1.0,1.0,True,standard,0.17394296093294626,0.058128447510802386
0.03,100,1.0,1.0,True,minmax,0.17394296093294626,0.058128447510802386
0.03,100,1.0,1.0,True,robust,0.17394296093294626,0.058128447510802386
0.03,250,auto,0.5,False,standard,0.19405770684727705,0.06492145403555996
0.03,250,auto,0.5,False,minmax,0.19405770684727705,0.06492145403555996
0.03,250,auto,0.5,False,robust,0.19405770684727705,0.06492145403555996
0.03,250,auto,0.5,True,standard,0.18105116582267683,0.045460182890113415
0.03,250,auto,0.5,True,minmax,0.18105116582267683,0.045460182890113415
0.03,250,auto,0.5,True,robust,0.18105116582267683,0.045460182890113415
0.03,250,auto,0.75,False,standard,0.18747875947885603,0.05479602500372849
0.03,250,auto,0.75,False,minmax,0.18747875947885603,0.05479602500372849
0.03,250,auto,0.75,False,robust,0.18747875947885603,0.05479602500372849
0.03,250,auto,0.75,True,standard,0.1818279062670272,0.05461199622889629
0.03,250,auto,0.75,True,minmax,0.1818279062670272,0.05461199622889629
0.03,250,auto,0.75,True,robust,0.1818279062670272,0.05461199622889629
0.03,250,auto,1.0,False,standard,0.18152637852647507,0.050765947492734484
0.03,250,auto,1.0,False,minmax,0.18152637852647507,0.050765947492734484
0.03,250,auto,1.0,False,robust,0.18152637852647507,0.050765947492734484
0.03,250,auto,1.0,True,standard,0.17030792218606752,0.04873110352791783
0.03,250,auto,1.0,True,minmax,0.17030792218606752,0.04873110352791783
0.03,250,auto,1.0,True,robust,0.17030792218606752,0.04873110352791783
0.03,250,0.75,0.5,False,standard,0.18538087784325458,0.06214654786060049
0.03,250,0.75,0.5,False,minmax,0.18538087784325458,0.06214654786060049
0.03,250,0.75,0.5,False,robust,0.18538087784325458,0.06214654786060049
0.03,250,0.75,0.5,True,standard,0.18093545151240778,0.04415480651460529
0.03,250,0.75,0.5,True,minmax,0.18093545151240778,0.04415480651460529
0.03,250,0.75,0.5,True,robust,0.18093545151240778,0.04415480651460529
0.03,250,0.75,0.75,False,standard,0.19359761698739023,0.059959810045574824
0.03,250,0.75,0.75,False,minmax,0.19359761698739023,0.059959810045574824
0.03,250,0.75,0.75,False,robust,0.19359761698739023,0.059959810045574824
0.03,250,0.75,0.75,True,standard,0.18152637852647507,0.050765947492734484
0.03,250,0.75,0.75,True,minmax,0.18152637852647507,0.050765947492734484
0.03,250,0.75,0.75,True,robust,0.18152637852647507,0.050765947492734484
0.03,250,0.75,1.0,False,standard,0.18165222167557402,0.052143433740971724
0.03,250,0.75,1.0,False,minmax,0.18165222167557402,0.052143433740971724
0.03,250,0.75,1.0,False,robust,0.18165222167557402,0.052143433740971724
0.03,250,0.75,1.0,True,standard,0.187478759478856,0.05479602500372849
0.03,250,0.75,1.0,True,minmax,0.187478759478856,0.05479602500372849
0.03,250,0.75,1.0,True,robust,0.187478759478856,0.05479602500372849
0.03,250,1.0,0.5,False,standard,0.19568304324401883,0.05310300787484988
0.03,250,1.0,0.5,False,minmax,0.19568304324401883,0.05310300787484988
0.03,250,1.0,0.5,False,robust,0.19568304324401883,0.05310300787484988
0.03,250,1.0,0.5,True,standard,0.19624032311846845,0.057926925509280636
0.03,250,1.0,0.5,True,minmax,0.19624032311846845,0.057926925509280636
0.03,250,1.0,0.5,True,robust,0.19624032311846845,0.057926925509280636
0.03,250,1.0,0.75,False,standard,0.1842451263337105,0.05071807437278115
0.03,250,1.0,0.75,False,minmax,0.1842451263337105,0.05071807437278115
0.03,250,1.0,0.75,False,robust,0.1842451263337105,0.05071807437278115
0.03,250,1.0,0.75,True,standard,0.1648790691962389,0.048775225816758014
0.03,250,1.0,0.75,True,minmax,0.1648790691962389,0.048775225816758014
0.03,250,1.0,0.75,True,robust,0.1648790691962389,0.048775225816758014
0.03,250,1.0,1.0,False,standard,0.18444010782988104,0.052248330985348396
0.03,250,1.0,1.0,False,minmax,0.18444010782988104,0.052248330985348396
0.03,250,1.0,1.0,False,robust,0.18444010782988104,0.052248330985348396
0.03,250,1.0,1.0,True,standard,0.18970618321790766,0.047824911345097434
0.03,250,1.0,1.0,True,minmax,0.18970618321790766,0.047824911345097434
0.03,250,1.0,1.0,True,robust,0.18970618321790766,0.047824911345097434
0.03,300,auto,0.5,False,standard,0.1998607337156232,0.06551779387537993
0.03,300,auto,0.5,False,minmax,0.1998607337156232,0.06551779387537993
0.03,300,auto,0.5,False,robust,0.1998607337156232,0.06551779387537993
0.03,300,auto,0.5,True,standard,0.1840999463104817,0.04883443725389878
0.03,300,auto,0.5,True,minmax,0.1840999463104817,0.04883443725389878
0.03,300,auto,0.5,True,robust,0.1840999463104817,0.04883443725389878
0.03,300,auto,0.75,False,standard,0.18970618321790766,0.04782491134509744
0.03,300,auto,0.75,False,minmax,0.18970618321790766,0.04782491134509744
0.03,300,auto,0.75,False,robust,0.18970618321790766,0.04782491134509744
0.03,300,auto,0.75,True,standard,0.18475084360573313,0.05616905945092176
0.03,300,auto,0.75,True,minmax,0.18475084360573313,0.05616905945092176
0.03,300,auto,0.75,True,robust,0.18475084360573313,0.05616905945092176
0.03,300,auto,1.0,False,standard,0.18979143292936482,0.04978776046400235
0.03,300,auto,1.0,False,minmax,0.18979143292936482,0.04978776046400235
0.03,300,auto,1.0,False,robust,0.18979143292936482,0.04978776046400235
0.03,300,auto,1.0,True,standard,0.18429492780665224,0.05042245431762341
0.03,300,auto,1.0,True,minmax,0.18429492780665224,0.05042245431762341
0.03,300,auto,1.0,True,robust,0.18429492780665224,0.05042245431762341
0.03,300,0.75,0.5,False,standard,0.18778028721940815,0.05834640903706235
0.03,300,0.75,0.5,False,minmax,0.18778028721940815,0.05834640903706235
0.03,300,0.75,0.5,False,robust,0.18778028721940815,0.05834640903706235
0.03,300,0.75,0.5,True,standard,0.17801251417370184,0.041890924158142655
0.03,300,0.75,0.5,True,minmax,0.17801251417370184,0.041890924158142655
0.03,300,0.75,0.5,True,robust,0.17801251417370184,0.041890924158142655
0.03,300,0.75,0.75,False,standard,0.19944545132359665,0.06158406964144765
0.03,300,0.75,0.75,False,minmax,0.19944545132359665,0.06158406964144765
0.03,300,0.75,0.75,False,robust,0.19944545132359665,0.06158406964144765
0.03,300,0.75,0.75,True,standard,0.18442997899105115,0.05200993022516159
0.03,300,0.75,0.75,True,minmax,0.18442997899105115,0.05200993022516159
0.03,300,0.75,0.75,True,robust,0.18442997899105115,0.05200993022516159
0.03,300,0.75,1.0,False,standard,0.16725914169826264,0.04441225854953261
0.03,300,0.75,1.0,False,minmax,0.16725914169826264,0.04441225854953261
0.03,300,0.75,1.0,False,robust,0.16725914169826264,0.04441225854953261
0.03,300,0.75,1.0,True,standard,0.18472033903750876,0.05549631197922011
0.03,300,0.75,1.0,True,minmax,0.18472033903750876,0.05549631197922011
0.03,300,0.75,1.0,True,robust,0.18472033903750876,0.05549631197922011
0.03,300,1.0,0.5,False,standard,0.2017816357090413,0.05722493815254044
0.03,300,1.0,0.5,False,minmax,0.2017816357090413,0.05722493815254044
0.03,300,1.0,0.5,False,robust,0.2017816357090413,0.05722493815254044
0.03,300,1.0,0.5,True,standard,0.20481607332779778,0.05722841030351737
0.03,300,1.0,0.5,True,minmax,0.20481607332779778,0.05722841030351737
0.03,300,1.0,0.5,True,robust,0.20481607332779778,0.05722841030351737
0.03,300,1.0,0.75,False,standard,0.18162175707676212,0.05286858581084226
0.03,300,1.0,0.75,False,minmax,0.18162175707676212,0.05286858581084226
0.03,300,1.0,0.75,False,robust,0.18162175707676212,0.05286858581084226
0.03,300,1.0,0.75,True,standard,0.18220625420635075,0.058397301252225885
0.03,300,1.0,0.75,True,minmax,0.18220625420635075,0.058397301252225885
0.03,300,1.0,0.75,True,robust,0.18220625420635075,0.058397301252225885
0.03,300,1.0,1.0,False,standard,0.19012146560993426,0.052870548691795936
0.03,300,1.0,1.0,False,minmax,0.19012146560993426,0.052870548691795936
0.03,300,1.0,1.0,False,robust,0.19012146560993426,0.052870548691795936
0.03,300,1.0,1.0,True,standard,0.18388885344992562,0.045288754288128986
0.03,300,1.0,1.0,True,minmax,0.18388885344992562,0.045288754288128986
0.03,300,1.0,1.0,True,robust,0.18388885344992562,0.045288754288128986
0.05,100,auto,0.5,False,standard,0.17335203391887896,0.05236811463947622
0.05,100,auto,0.5,False,minmax,0.17335203391887896,0.05236811463947622
0.05,100,auto,0.5,False,robust,0.17335203391887896,0.05236811463947622
0.05,100,auto,0.5,True,standard,0.17098779786594318,0.056771807537015884
0.05,100,auto,0.5,True,minmax,0.17098779786594318,0.056771807537015884
0.05,100,auto,0.5,True,robust,0.17098779786594318,0.056771807537015884
0.05,100,auto,0.75,False,standard,0.18093545151240778,0.04415480651460528
0.05,100,auto,0.75,False,minmax,0.18093545151240778,0.04415480651460528
0.05,100,auto,0.75,False,robust,0.18093545151240778,0.04415480651460528
0.05,100,auto,0.75,True,standard,0.16513996352973676,0.05189208062974211
0.05,100,auto,0.75,True,minmax,0.16513996352973676,0.05189208062974211
0.05,100,auto,0.75,True,robust,0.16513996352973676,0.05189208062974211
0.05,100,auto,1.0,False,standard,0.19327679234212072,0.0574663905982865
0.05,100,auto,1.0,False,minmax,0.19327679234212072,0.0574663905982865
0.05,100,auto,1.0,False,robust,0.19327679234212072,0.0574663905982865
0.05,100,auto,1.0,True,standard,0.178622778061899,0.049320058965173594
0.05,100,auto,1.0,True,minmax,0.178622778061899,0.049320058965173594
0.05,100,auto,1.0,True,robust,0.178622778061899,0.049320058965173594
0.05,100,0.75,0.5,False,standard,0.19049903502664361,0.05801240806652445
0.05,100,0.75,0.5,False,minmax,0.19049903502664361,0.05801240806652445
0.05,100,0.75,0.5,False,robust,0.19049903502664361,0.05801240806652445
0.05,100,0.75,0.5,True,standard,0.17552419610115239,0.04593394554993625
0.05,100,0.75,0.5,True,minmax,0.17552419610115239,0.04593394554993625
0.05,100,0.75,0.5,True,robust,0.17552419610115239,0.04593394554993625
0.05,100,0.75,0.75,False,standard,0.17930908362625333,0.05728073886516828
0.05,100,0.75,0.75,False,minmax,0.17930908362625333,0.05728073886516828
0.05,100,0.75,0.75,False,robust,0.17930908362625333,0.05728073886516828
0.05,100,0.75,0.75,True,standard,0.1677135313137434,0.050840456022890834
0.05,100,0.75,0.75,True,minmax,0.1677135313137434,0.050840456022890834
0.05,100,0.75,0.75,True,robust,0.1677135313137434,0.050840456022890834
0.05,100,0.75,1.0,False,standard,0.17299894357589987,0.04863229442835375
0.05,100,0.75,1.0,False,minmax,0.17299894357589987,0.04863229442835375
0.05,100,0.75,1.0,False,robust,0.17299894357589987,0.04863229442835375
0.05,100,0.75,1.0,True,standard,0.17571917759732292,0.04765388983604121
0.05,100,0.75,1.0,True,minmax,0.17571917759732292,0.04765388983604121
0.05,100,0.75,1.0,True,robust,0.17571917759732292,0.04765388983604121
0.05,100,1.0,0.5,False,standard,0.1732308595247734,0.05113274823210578
0.05,100,1.0,0.5,False,minmax,0.1732308595247734,0.05113274823210578
0.05,100,1.0,0.5,False,robust,0.1732308595247734,0.05113274823210578
0.05,100,1.0,0.5,True,standard,0.17316172117770184,0.050956009725935135
0.05,100,1.0,0.5,True,minmax,0.17316172117770184,0.050956009725935135
0.05,100,1.0,0.5,True,robust,0.17316172117770184,0.050956009725935135
0.05,100,1.0,0.75,False,standard,0.1786034811571816,0.050371619626084566
0.05,100,1.0,0.75,False,minmax,0.1786034811571816,0.050371619626084566
0.05,100,1.0,0.75,False,robust,0.1786034811571816,0.050371619626084566
0.05,100,1.0,0.75,True,standard,0.17081211327449003,0.05436632046757069
0.05,100,1.0,0.75,True,minmax,0.17081211327449003,0.05436632046757069
0.05,100,1.0,0.75,True,robust,0.17081211327449003,0.05436632046757069
0.05,100,1.0,1.0,False,standard,0.1679177208452139,0.05263665342259153
0.05,100,1.0,1.0,False,minmax,0.1679177208452139,0.05263665342259153
0.05,100,1.0,1.0,False,robust,0.1679177208452139,0.05263665342259153
0.05,100,1.0,1.0,True,standard,0.17394296093294626,0.058128447510802386
0.05,100,1.0,1.0,True,minmax,0.17394296093294626,0.058128447510802386
0.05,100,1.0,1.0,True,robust,0.17394296093294626,0.058128447510802386
0.05,250,auto,0.5,False,standard,0.19405770684727705,0.06492145403555996
0.05,250,auto,0.5,False,minmax,0.19405770684727705,0.06492145403555996
0.05,250,auto,0.5,False,robust,0.19405770684727705,0.06492145403555996
0.05,250,auto,0.5,True,standard,0.18105116582267683,0.045460182890113415
0.05,250,auto,0.5,True,minmax,0.18105116582267683,0.045460182890113415
0.05,250,auto,0.5,True,robust,0.18105116582267683,0.045460182890113415
0.05,250,auto,0.75,False,standard,0.18747875947885603,0.05479602500372849
0.05,250,auto,0.75,False,minmax,0.18747875947885603,0.05479602500372849
0.05,250,auto,0.75,False,robust,0.18747875947885603,0.05479602500372849
0.05,250,auto,0.75,True,standard,0.1818279062670272,0.05461199622889629
0.05,250,auto,0.75,True,minmax,0.1818279062670272,0.05461199622889629
0.05,250,auto,0.75,True,robust,0.1818279062670272,0.05461199622889629
0.05,250,auto,1.0,False,standard,0.18152637852647507,0.050765947492734484
0.05,250,auto,1.0,False,minmax,0.18152637852647507,0.050765947492734484
0.05,250,auto,1.0,False,robust,0.18152637852647507,0.050765947492734484
0.05,250,auto,1.0,True,standard,0.17030792218606752,0.04873110352791783
0.05,250,auto,1.0,True,minmax,0.17030792218606752,0.04873110352791783
0.05,250,auto,1.0,True,robust,0.17030792218606752,0.04873110352791783
0.05,250,0.75,0.5,False,standard,0.18538087784325458,0.06214654786060049
0.05,250,0.75,0.5,False,minmax,0.18538087784325458,0.06214654786060049
0.05,250,0.75,0.5,False,robust,0.18538087784325458,0.06214654786060049
0.05,250,0.75,0.5,True,standard,0.18093545151240778,0.04415480651460529
0.05,250,0.75,0.5,True,minmax,0.18093545151240778,0.04415480651460529
0.05,250,0.75,0.5,True,robust,0.18093545151240778,0.04415480651460529
0.05,250,0.75,0.75,False,standard,0.19359761698739023,0.059959810045574824
